,QB,RB1,RB2,WR1,WR2,WR3,TE,Flex,DST,Points,Salary
0,Matt Ryan (13564887),Leonard Fournette (13564948),Dalvin Cook (13564940),T.Y. Hilton (13565168),Allen Robinson II (13565184),DJ Chark Jr. (13565164),Darren Waller (13565412),Mark Andrews (13565410),Redskins  (13565582),156.546,156.546
1,Matt Ryan (13564887),Leonard Fournette (13564948),Kerryon Johnson (13564980),T.Y. Hilton (13565168),Tyler Boyd (13565176),Allen Robinson II (13565184),Mark Andrews (13565410),Julio Jones (13565138),Redskins  (13565582),153.88599999999997,153.88599999999997
2,Matt Ryan (13564887),Leonard Fournette (13564948),Josh Jacobs (13564984),T.Y. Hilton (13565168),Tyler Boyd (13565176),Allen Robinson II (13565184),Mark Andrews (13565410),Julio Jones (13565138),Redskins  (13565582),153.07599999999996,153.07599999999996
3,Jared Goff (13564888),Leonard Fournette (13564948),Dalvin Cook (13564940),T.Y. Hilton (13565168),John Brown (13565182),DJ Chark Jr. (13565164),Darren Waller (13565412),Josh Jacobs (13564984),Redskins  (13565582),152.568,152.568
4,Matt Ryan (13564887),Leonard Fournette (13564948),Chris Carson (13564952),T.Y. Hilton (13565168),Tyler Boyd (13565176),Allen Robinson II (13565184),Austin Hooper (13565408),DJ Chark Jr. (13565164),Redskins  (13565582),152.18599999999998,152.18599999999998
5,Lamar Jackson (13564882),Leonard Fournette (13564948),Josh Jacobs (13564984),Tyler Boyd (13565176),Allen Robinson II (13565184),Cooper Kupp (13565146),Darren Waller (13565412),Chris Carson (13564952),Dolphins  (13565583),151.848,151.848
6,Matt Ryan (13564887),Leonard Fournette (13564948),Josh Jacobs (13564984),Allen Robinson II (13565184),John Brown (13565182),DJ Chark Jr. (13565164),Mark Andrews (13565410),Austin Hooper (13565408),Bills  (13565562),151.576,151.576
7,Kyler Murray (13564883),Leonard Fournette (13564948),Josh Jacobs (13564984),T.Y. Hilton (13565168),Tyler Boyd (13565176),DJ Chark Jr. (13565164),Mark Andrews (13565410),Cooper Kupp (13565146),Dolphins  (13565583),151.30599999999998,151.30599999999998
8,Lamar Jackson (13564882),Leonard Fournette (13564948),Dalvin Cook (13564940),T.Y. Hilton (13565168),Tyler Boyd (13565176),John Brown (13565182),Austin Hooper (13565408),Kenyan Drake (13565014),Dolphins  (13565583),151.048,151.048
9,Lamar Jackson (13564882),Leonard Fournette (13564948),Kerryon Johnson (13564980),T.Y. Hilton (13565168),John Brown (13565182),Julio Jones (13565138),Mark Andrews (13565410),Josh Jacobs (13564984),Dolphins  (13565583),150.838,150.838
